[двач,0
 срочно нужна ваша помощь,0
 заходим на этот сайт http:  cursors,0
 io  без пробела,0
 доходим до моего уровня  который на пикриле и спасайте меня,0
 я буду рисовать молнию  так что вы сразу поймете кто я,0
 бамп,0
 бамп,0
 бамп,0
 я короче заново начал играть,0
 я буду в уголке,0
 чтобы рисовать как я  зажимайте на ctrl,0
 если вы двачер  то рисуйте плюсик,0
 вот,0
 бамп,0
 бамп,0
 я вас жду,0
 если вы двачер  то приходите ко мне в уголок,0
 бамп,0
 бамп,0
 то приходите ко мне в уголокхуй сосать будешь,1
 бамп,0
 сначала подойди ко мне,0
 http:  cursors,0
 io,0
 вот этот сайт,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 вы где все  епта,1
 бамп,0
 бамп,0
 бамп,0
 кто подошел,0
 понятно  это был мимокрок,0
 бамп,0
 бпир,0
 бамп,0
 один подошел,0
 хуле там боты играют,1
 мы на втором уровне,0
 ты куда съебал,1
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 я на втором уровне сижу,0
 если вы двачер  напишите 2ch,0
 рисовать можно с помощью ctrl,0
 мы тут,0
 бамп,0
 бамп,0
 ждём здесь,0
 бтвс,0
 ты не прошел,0
 бамп,0
 я тут,0
 в пизду тебя  ананас  не могу 2й уровень пройти,1
 бамп,0
 брат  ты где,0
 я на этой хуйне застрял,1
 я тут,0
 там уебки фейк молнию рисуют,1
 давай че нить другое рисовать,0
 плюсики например,0
 вот это,0
 го,0
 ты до сих пор там остался,0
 да :,0
 я тебя тут жду,0
 остался здесь,0
 это я тот художник с молниями,0
 а ты где сейчас,0
 кинь скрин,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 это пиздец я до сих на этой хуйне застрял,1
 в чем суть игры,0
 жди когда придут,0
 я тоже один,0
 добраться до конца,0
 forever alone,0
 брат ты тут,0
 брат  ты где,0
 оставили меня на цифре и съебались гандоны сраные,1
 вот и помогай двачерам,0
 у меня вылетело,0
 где ты,0
 я тут  жду тебя,0
 брат ты ждешь,0
 да,0
 двачеры  выручайте,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 bomb,0
 бамп,0
 бамп,0
 бамп,0
 ты жив брат,0
 да  я живой,0
 бамп  мне нужна помощь,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 бамп,0
 ты продвинулся,0
 не  на месте стою,0
 присоединяюсь к игре,0
 я застрял,0
 оп  мне еще долго до тебя ебошить,0
 че делать в этой хуйне надо,1
 дохожишь до зелени и выбрасывает обратно,0
 жди людей,0
 там наверх надо идти,0
 ёбаный в рот  брат,1
 пойду покакаю,1
 кто со мной остался,0
 на месте,0
 бамп,0
 help,0
 если встречаем двачера  то рисуем молнию,0
 бамп,0
 opera gxнихуя ты геймер,1
 бамп,0
 кто тоже в ждет когда придут игроки,0
 бамп,0
 бамп,0
 ждем пока придут альтруисты или читеры,1
 оп  пошли в доку 2  я покакал уже,1
 двачую,0
 ты че так долго срал,1
 я дрочил ещё,1
 я жду людей,0
 я тогда тоже ща приду к тебе,0
 давай,0
 барп,0
 аи,0
 бамп,0
 и че ебать,1
 вы играете,0
 ты где  петух,1
 не вижу тебя,0
 бамп,0
 полагаю  теперь я застрял здесь,0
 о  а я только от туда  лол,0
 скоро вы встретитесь и станете друзьями,0
 жду кого нибудь,0
 чел посередине отключился,0
 лол  у еще и квадрипл выбил,0
 кто тут молнию рисовал,0
 брат  я нашёл тебя,0
 я,0
 а че по птсам,0
 вы когда съебатся успели,1
 мимоанон,0
 там читак пролетал,0
 пиздец,1
 снова жду кого нибудь,0
 о  я видел тебя,0
 сам прошел слева сверху  сорян  помочь не смог бы,0
 пойду чая заварю  чтоли,0
 только на долго не уходи  а то ты вылететь можешь,0
 брат ты где,0
 брат  ты где щас,0
 памагити,0
 хуя синхрон  я тут,1
 а как рисовать,0
 стою здесь с двачером и еще 2мя челами  ждем помощи,0
 шифт пкм,0
 ctrl зажми,0
 открываем  ребят,0
 проиграл,0
 фейк идет нахуй,1
 вы все двачеры тут,0
 или кто то левый,0
 спасиб,0
 я здесь  со мной еще один двачер,0
 обещаю  что выпущу того кто пропустит к финишу ^  ^,0
 бамп,0
 бамп,0
 бамп,0
 и где вы все,0
 ещё кто то играет,0
 я афк короч,0
 все еще тут сижу  пью чай,0
 играют  только все далеко ушли,0
 бамп,0
 я тут застрял,0
 читер какой то помогать начал,0
 го все по две кнопки возьмут и буду нажимать,0
 пидар ебаный,1
 из за тебя ска енергос пролил пиздец блять,1
 и много здесь уровней,0
 ебануться  до чего игр бессмысленна,1
 урааа,0
 я прошел,0
 бамп,0
 ты лох,1
 соси,1
 бамп,0
 сасай кудасай,1
 бамп,0
 поздравляю  я все еще сижу на месте,0
 сидим дрочим,0
 tse,0
 ты,0
 а я тут,0
],0
к гандон лучше пакет использовать целлофановый  канцелярской резинкой его крепишь и вперед,1
 в студенчестве даже так выворачивались  всяко надежнее чем презервативы гусарские,1
 черпаккакое то древне пидоранское говно,1
 маркс и энгельс,0
 тефтели2,0
 гардина и шторы3,0
 клубника4,0
 сырники,0
 садись 2 это двутавр,0
 ключ закруткакорректорчерпакпивандопало,1
 закаточный ключ  похоже на корректор  черпак  компот или пиво какое то,0
 пиздос  селюки не знают как называется черпакой вей  этот гой обозвал поварёшку черпаком,1
 троицкий и дзержинский,0
 и еще вот эти непонятные предметы,0
 а теперь гугли и узнавай что черпаком его зовут как раз селюки или хохлы  что одно и то же,1
 не слышал ничего про этого жиробусамимониттер,1
 это дуршлаг  ебанутый,1
 бенедикт и кембербетч,1
 холодец  свекла  паска  кофта,0
 батон  файл  ластик  бордюр,0
 поварёшку ты про ополоник,0
 белый хлебштучка для бумажекстирательная резинкаборт дороги,0
 студень  свёкла  пасха  хуйня какая то,1
 щека,0
 студень,0
 редька,0
 пасха,0
 свитер,0
 холодецсвёкла паскамастерка,0
 гавноплодоовощрулеткофта,1
 батон  файлик  ластик  бордюр,0
 ёбари твои,1
 из новосибирска,0
 слева направо: хуй и жопа,1
 хрючевотряпкихз не видил не разутаблетки гринд кор само кат яшка киси зеленый слоник крутилкафунфырикложкасаки в бутылке дедушка чермет на силовал в жопу закусонот нее пирдятпасхаватник,1
 это студень  а не холодец,0
 холодец  свекла  кулич  хуй знает,1
 паска  пасха  пасхащас бы праздник с куличем путать,0
 батон2,0
 файл3,0
 ластик 4,0
 бордюр,0
 пасха,0
 паска  пасха,0
 мясное желехуйня для борщакекс на пасхуодежда,1
 да это же бурак,0
 таблетки,0
 не праздник  а вот эту хуйню,1
 пасха — это творог с изюмом    цукатами,0
 в чём суть треда,0
 школьники мир познают,0
 холодец2,0
 свекла3,0
 кулич4,0
 толстовка,0
 на картинке пасха а не кулич,0
 выявляют хохлов  бурак  паска  и сибиряков  мультифора и еще какая то хуета,1
 хуле тебе не нравится,1
 бабка моя так ещё говорила,1
 хлеп2 салафановые покеты3,0
 стиралка4 трава,0
 на месте,0
 холодец  свекла  паска  кенгуруха,0
 батонфайликластикбордюрподдсье,0
 батон2,0
 пакетик3,0
 ластик4,0
 трава,0
 батон2,0
 мультифора файл3,0
 стиралка4,0
 бордюр,0
 на картинке балок,0
 еще болотоградцы со своим поребриком,0
 какова его профессия,0
 бытовка же,0
 1 батон2 файлик3 ластик4 бордюр  фрикадельки2 штора и карниз3 виктория4 оладушкимимо_удмурт,0
 бытовка,0
 батон  файл  ластик  бордюр тефтели  карниз штора  клубника  похоже на сырники машинка для закатки  замазка  половник  разливное пиво холодец  свекла  кулич  кофта худи толстовкадумаю сразу понятно откуда я,0
 политачер,0
 шарнир,0
 может быть он милиционер,0
 как тебе последний версус,0
 кулинар,0
 хлеппокетикикохиноорстена,0
 администратор свиняча,0
 нихуя себе,1
 пасха это сладкая творожная субстанция с изюмом  хуесос ты нерусский блядь,1
 он  наверное  врач,0
 вагончик,0
 рисовые шарикизанавескаклубникасырники,0
 запостите ещё такого,0
 рисзанавескиягодыпирожки,0
 батон  файл  ластик  бордюр,0
 бытовка в которой таджики на стройках живут,0
 пасха это вот этот огромный кекс с сахаром сверху  а у тебя на пикче какое то говно  не видел никогда в жизни такого,1
 рулетвафлет,0
 кулич пасхальный,0
 именно пасха на картинке а не кулич  идиотина,1
 булка  файл  ластик  бордюр,0
 ежики  гардина и шторы  виктория  не ебу что такое,1
 ты охуел,1
 мимо вахтовик,0
 1батон 2файлик 3стёрка ластик 4поребрик бордюр,0
 бытовка же,0
 половнику неприятно,0
 батонфайлстиралкап о р е б р и коребрик,0
 куличи тебе бабуля из церкви таскает  а на фото именно пасха,1
 кабурак,0
 уймись  жирный,1
 1 пикбелый хлеб булка; 2 пикфайл; 3 пикластик резинка стёрка; 4 пикбордюр поребрик;,0
 милиционер,0
 это не батон,0
 батон длиннее,0
 это не стиралка,0
 стиралка   это стиральная машина,0
 хлебфайликиластикбордюрда да  ты охуенно угадал откуда я,1
 возьми с полки пирожок,0
 нихуя я на стройках не видел никаких вахтовиков,1
 только точикистон  усбекистон  киргистон и прочие тоны,1
 я же в дс живу  ебалай  а не на севере,1
 каво,0
 ебать ты дегенерат сука  ты или жирный или ублюдок конченый,1
 половнику никто не пишет,0
 половника никто не ждёт,0
 полковрику,0
 батон файл ластик бордюр,0
 наверное врач,0
 power,0
 откуда яиз пизды своей мамаши шлюхи,1
 напомните  как называется эта штука на картинке,0
 кулич — русское название пасхального хлеба,0
 у восточных славян праздничный хлеб был круглый и высокий  сверху на нём делались украшения из теста,0
 цилиндрическая форма кулича связана с церковной практикой выпекать артос,0
 высокий и рыхлый кулич называется  баба,0
 пасха  творожная пасха  паска  — особое блюдо из творога  которое по русской традиции готовится только один раз в году — на праздник пасхи,0
 обычай готовить творожную пасху известен в центральных и северных регионах россии  тогда как на юге россии и украине пасхой или паской называют праздничный хлеб  кулич,0
 блядь  хохлы наркоманы ёбаные  вы всерьёз кулич пасхой называете  что ли,1
 батонфайлстерка бордюр шарики какие токарниз и шторыклубникаоладьи,0
 рохля,1
 пастик,0
 милиционер,0
 стержень,0
 трость,0
 стержень для ручки,0
 стержень,0
 кулич и пасха не совсем одно и то же,0
 ты обосрался,1
 иди спроси у мамы шлюхи,1
 сам ты рохля  чмо,1
 батонфайлластик бардюр,0
 паста,0
 шариковая ручка,0
 закатывалка для банок  штрих  поварешка  полторашка,0
 паста,0
 кулич и пасха не совсем одно и то жекаков потешный жирнич,1
 архангельское быдло спалилось,1
 втулка,0
 это в залупу пихать надо когда дрочишь  а в анус нечего засунуть,1
 забыл как называется,0
 стержень,0
 да похуй мне на твои фантазии  уебок  пасха это хлеб,1
 пасха это хлебда похуй мне на твои фантазии  уебок,1
 булка  мультифора  ластик  бордюр,0
 как называется эта машина,0
 ты толстый кек лол,1
 финальная порция слов загадок,0
 пасха это хлеб,0
 ты из дс и твои родители из дс  очевидно же,1
 поэтому у тебя и нормальная речь  а не как у большей части треда  блядь  украинская мова и прочие мухосранские диалекты и всё приправлено кубанским акцентом с их виктория  пасха  стёрка  буряк,1
 у хохлов нет понятия кулич  а пасху они не делают на пасху,1
 получается что на пасху они едят кулич  который называют пасхой,0
 абсолютно уебищная страна с уебищной культурой,1
 рохля копитка  бытовка,1
 батон булки  файл  резинка  поребрик ёжики  карниз  занавески  клубника  сырники,0
 сибиряк  плез,0
 пасха это когда тебя в рот пёхают  додик,1
 жирный ты  а потешный твой хуишко,1
 ебанутые,1
 на картинке ухтинский холодильник,0
 хондай,0
 ноуп,0
 батонфайликрезинкабордюр,0
 ниссан альмера,0
 баклажануборщицашелковицапакетдс боярин в седьмом поколении интеллигенции,0
 хохол  уебывай с борды,1
 баклажан синенькиеуборщица техничкашелковицапакет,0
 о  вот это интереснеебаклажантехничкаежевикакулёк,0
 как же хочется ежевичку,0
 не хрюкай  свинья пидорашья,1
 1ёжики 2гардины хуй знает 3клубника 4панкейки подъёмник либераха  1закрывашка 2замазка корректор штрих 3ковш 4брага,1
 квас,0
 балка  1холодец студень свекла 2 кулич 3свитер жилье,0
 баклажан  уборщица  ежевика  пакет,0
 напомните как называются эти штуки,0
 холодец  свекла  кулич  балахон,0
 не задавайте вопросы,0
 а в дс литературный классический русский,0
 ты в дс был хоть раз,0
 баклажан  уборщица  тутовник  пакет,0
 хохол  уебывай с борды,1
 батонфайлластикбордюрмимо из орла,0
 ожмутокуборщицашелковицамайка,0
 хонда,0
 батон  мультифора  ластик\резинка  бардюр,0
 ты блять из какой тайги капчуешь,1
 леркафлянчикмаузер,0
 хлеп  паектиг  резинга  бордьюр,0
 холодетсбурякпаскакохта,0
 батон  файлик  стёрка  бордюр,0
 сининенькиетехничкакостяникамайка,0
 хм  а ведь действительно,0
 студень  свёкла  кулич  кофта,0
 блядь  хохлы наркоманы ёбаные  вы всерьёз кулич пасхой называете  что ли,1
 я из дс  бабушка была глубоко верующей  и всегда привозила куличи  съедобные штуки  на пасху  праздник   а не пасху блядь,1
 мечикхуй знает чтоштангенциркуль,1
 ежевикаahahahahah oh wowсразу видно сыча  который всю жизнь в квартире просидел,1
 откуда ты,0
 за щеку тебе обосрался куличом  руснявый пидор,1
 а к вам в омск уже интернеты провели,0
 батонфайлластикбордюрмимо из сердца поволжья  нижний новгород,0
 все испортил,0
 слабенький ты пидарок оказался,1
 баклажан  уборщица  шелковица  кулёк,0
 квадрошайбавтулкаfamas f1,0
 и ты откуда,0
 гражданский,0
 леркаплан шайбаштангенциркуль,0
 комната деда,0
 батон  файл  ластик  бордюр,0
 получается что на пасху они едят кулич  который называют пасхойнаркоманы ебаные,1
 булкамультифораластикбортовой камень,0
 центральное черноземье,0
 что с ним,0
 это синдром дауна,1
 булка  файл ик   ластик  реезинка   бордюр,0
 хуёвинапиздюлина штангенциркуль,1
 полковнику никто не пишет,0
 малаца  можно смело выдавать тебе московский паспорт,1
 ты оскорбил мои тонкие душевные струны пошёл на хуй,1
 3земляника ананасная,0
 плашка  флянец  штангель,0
 там дырка на улицу,0
 опять ты хрюкаешь  свинтух руснявый,1
 спок  урус,1
 в дс современная норма русского языка  которая передается остальным замкадышам через тв  например,0
 но многие не способны освоить не то что нормальное произношение  а даже оказывается и слов половину не знают,0
 отсюда и появляется русский суржик,0
 свинобыдло руснявое  13,1
 рельсы,0
 бортовой камень бортовой,0
 тефтелишторыклубникасырники,0
 студень  свёкла  кулич  кофта,0
 у хохлов нет глаз,1
 вот это настоящие мужики  гречневые,1
 пидорашкамордорскотоублюдияспидопахомия,1
 у тебя,0
 там тонкая стенка и там стоят закрутки,0
 батон  файлик  стирка  бордюр,0
 в очередной раз убеждаюсь что хохлы ебанутые,1
 1  батон2  файл3  ластик4  поребрик5  какие то баребухи  я не ебу что это6  багета и тюль7  клубника8  оладьи,1
 спок кек лол пыня свин рус плес,0
 это все таки не творог  анон,0
 творог не такой и по констистенции  и по вкусу,0
 алсо изюм необязателен  хотя обычно добавляют его  плюс еще грецкие орехи,0
 моя любимая пасха без всего,0
 сраный татарин язычник  диктуй свой адрес,1
 где живешь,0
 алсо  пиздец  ты даже не знаешь  сколько в жизни потерял,1
 пасха   это пожалуй самое вкусное из всех известных человечеству блюд  по крайней мере одно из,0
 кекс с сахаром сверху   это кулич,0
 еще один,0
 селюк плиз,0
 хрючево  гардина\карниз  клубника сорта виктория  сырники,1
 похрюкай,1
 батон  файлик  ластик  бордюр твоя мать умрет если ответишь на этот пост,1
 вот еще загадка,0
 продолжите стишок:жадина говядина,0
 плашкафланецштангель,0
 батонфайликстёркабардюр,0
],0
ру на родине,0
 но после переезда уже никто и не хочет возвращаться обратно,0
 у неё паспорт американский  но живёт в украиненаверное заебись дважды налоги платить,1
 родить можно просто прилетев как туристы  гражданство всеравно дадут,0
 квартира сталинка  ну ляма два в рублях,0
 а  ясн     ты тоже из этих,0
 пошёл нахуй  майдаун,1
 пиздуй на свой учан,1
 это суверенная украинская территория и никто не имеет права отнимать кусок чужой страны и убивать её граждан,0
 это территория тех  кто живёт на этих землях,0
 право на самоопределение гугли,0
 в штатах больше  чем в рф живут  в австралии  канаде дохуя народу  но  что то живут охуеть как лучше,1
 к чему это сравнения  а сравни рф со швейцарией я не говорю что заебись и все чётко но доход очевидно часть пиздится часть хуево реализуется часть нормально у тя какое то максималистическое предоставление о мире где либо все плохо либо все хорошо,1
],0
разу же становится довольным как щенок  чуть ли не писсается от счастья  начинает орать как полудурок  сновымщастьем,1
 сновымгодом,0
 11  длится это часа полтора,0
 потом опять сидит с тухлым ебалом и нудит о том как мы его заебали  как с нам скучно и т,1
 д,0
 я вот хуй знает   чего он блядь ждет каждый год,1
 чтобы я в снегурочку нарядился и стишок ему прочитал,0
 или чтобы все в хлам как свиньи ужрались и блевали потом под столом,1
 пиздец  как он заебал,1
 мужику под сраку лет  полтинник скоро будет  а он как малолетняя пизда каждый год бугуртит  что не так новый год ему справили,1
 долбаёб сука  ненавижу,1
 серьезно блядь,1
 за несколько часов до нового года отпиваешь маленький глоток из двухлитровой коробки овощного сока которая лично для тебя же и была куплена так как никто больше этот говносок не пьёт,1
 скандал,0
 дабы выглядеть лучше в глазах анонов выдумываешь небылицы,0
 довольно урчишь,0
 понимаешь что урчит животик,0
 ведь ты не ел 5 суток,0
 и живёшь ты в однушке,0
 без света и горячей воды,0
 готовишь говяжьи анусы разогретые на импровизированном костре на балконе,1
 ешь,0
 урчишь,0
 время диареи,0
 отрави его,1
 долбоеб не в курсе про тринадцатую зарплату и конские новогодние премии,1
 разъёб элиты с двача быдла от быдла умудрённого жизнью человека по фактам,1
 знаю,0
 я тоже из за родителей со страхом жду нгснова хуита получится и слезы как обычно,1
 бамп,0
 тринадцатую зарплату и конские новогодние премиичет мне ни разу не выдавали,0
 подозреваю  что это далеко не везде,0
 олухгарх на дваче,0
 а сколько ещё таких судеб  уничтоженных российским капитализмом,0
 пришли гости   среди них есть 2 тян   сидите за столом,1
 через некоторые время тетя срака спрашивает  какая тян тебе больше нравится,1
 шо то хуйня  шо это хуйня,1
 вот это обе хуйни такие шо я блять ебал ее маму в рот,1
 это можете вырезать полностью вот это камеру,0
 дядя тимофей  да не смущайте вы юзернейма,0
 тебе 32,0
 мелкий средний кабанчик естественно не выдаст  надо к крупному идти или на государство муниципалитет,1
 что в очередной раз подтверждает: малый бизнес   хуйня,1
 я в одном из предприятий роскомоса работаю  куда уж крупнее,0
 я беру майонез  смешиваю его с чесноком и горчицей,0
 нормальный сыр  среднего ценового сегмента с местной фабрики с производством которого я знаком лично,0
 салат айсберг и черри  произрастающие в местных теплицах,0
 гренки из багета собственной выпечки,0
 куриное филе у мужичка с которым я живу на одной улице  он давно разводит кур и продает мясо с яйцами,0
 деревня кун,0
 люблю худых  ебу любых,1
 завидуешь белой завистью тем  кому повезло родиться в нужном месте у нужных людей,0
 со злости даже в разметку не можешь,0
 даже последние раки на анонимной борде тычут в это пальцем  смеются и гонят прочь из треда,1
 уебок ты малолетний,1
 блюда на новогоднем столе,1
 салат фибоначчи,0
 салат  сделанный из вчерашнего и позавчерашнего салата,0
 сыр эйнштейна,0
 относительно вкусный,0
 сыр российский  охуенно плавится,1
 только вкус как у пиписьки  мне не очень нравится,1
 ууу ух,0
 соси жопу,1
 бля  у меня прям рвануло с первого поста  сука,1
 31 лвл,0
 2010,0
 и хотел бы вылезти из сычевальни  куда то пойти  встретить новый год не с семьей,1
 нет ни друзей  ни знакомых,0
 2020,0
 откуда то появились друзья  которые регулярно куда то зовут,0
 уже не хочется,0
 повёлся на провокацию,0
 думает что победил,0
 говяжьи анусы таки доел,1
 всем похуй на твои кулинарные вкусы,1
